account_number,first_name,last_name,current_balance,last_update
5048379183111427,Alfie,Karle,$9746.79,3/24/2022
5048377096587725,Felicia,Nurny,$4496.35,11/29/2021
5048370477829907,Dorie,Caldayrou,$4219.01,8/14/2022
5048378886212201,Brucie,Greenslade,$783.14,9/8/2021
5108758887511585,Goldy,Jepperson,$8259.66,4/7/2022
5048371149151167,Gualterio,Poolton,$1779.42,2/26/2022
5108751956585523,Gwendolyn,Addyman,$6007.21,1/13/2022
5108752290746615,Dede,Rydzynski,$8550.62,2/4/2022
5048372766746875,Rourke,Beadham,$5390.22,4/23/2022
5048372740562190,Carl,Longden,$2041.24,6/18/2022
5108751705175154,Freda,McEwen,$9182.71,5/2/2022
5108752998060145,Andras,Pascall,$6341.84,6/27/2022
5108753021745959,Fanchette,Fernan,$8975.09,6/8/2022
5048376306505907,Fonz,Paybody,$896.06,9/20/2021
5048370513192153,Bunnie,Points,$5968.42,2/18/2022
5108755737036219,Blanca,Offield,$1785.57,1/26/2022
5048379940333793,Rosemonde,Bakes,$9557.39,4/29/2022
5108755357190056,Bryon,Chessor,$9197.78,1/1/2022
5108752779044441,Lindsay,Phythean,$9578.28,9/18/2021
5048373162096014,Peter,Withull,$6483.08,7/20/2022
5108757611165072,Katti,Kohrsen,$6250.34,9/10/2021
5048376405966877,Marcie,Sicely,$3650.28,4/7/2022
5108753732084383,Tandie,Cogswell,$2141.55,3/29/2022
5048377312251445,Ilene,Avison,$944.40,8/15/2022
5108757875623006,Cristie,Sotham,$1218.59,1/8/2022
5108758312706305,Emanuele,Ecles,$2002.87,4/4/2022
5048375651999137,Adella,Poacher,$5551.65,1/6/2022
5048377508914657,Wilma,Banford,$4320.26,10/2/2021
5048376520056158,Paco,Porte,$2920.35,4/17/2022
5108750008817306,Lazaro,Evanson,$1711.59,10/2/2021
5048377415407456,Genevieve,Maddock,$8751.38,12/8/2021
5108759291765858,Leonie,Wraxall,$5883.00,9/6/2021
5108751776027839,Any,Ekell,$7577.68,12/12/2021
5048377160579517,Amaleta,Jouhandeau,$8429.29,2/13/2022
5108753962489849,Kiah,Gabbetis,$3161.46,5/2/2022
5048372590590960,Ric,Bryceson,$3204.71,8/23/2022
5048378231517387,Avrom,Miskin,$6925.53,1/20/2022
5048375209713865,Cherilyn,Baillie,$5364.38,1/1/2022
5048379553943235,Janaya,Turvey,$1019.17,4/12/2022
5048377730238883,Luciana,Bulfoy,$8527.50,2/8/2022
5048371978840872,Valentin,Richt,$8072.08,5/25/2022
5108756193302095,Augustine,Grunnell,$1837.90,7/1/2022
5108751589811304,Fiann,Jorin,$4776.06,4/6/2022
5108759437682991,Julio,Stebles,$7799.99,6/30/2022
5048379466456945,Bayard,Skeggs,$1146.64,9/24/2021
5048379205337729,Nettle,Chattey,$7205.77,5/6/2022
5048378898595296,Robbert,Mellings,$1941.14,6/5/2022
5108750613003441,Cecilia,Enrigo,$5298.30,1/20/2022
5108758721309717,Wilie,Howatt,$1209.56,8/17/2022
5108751958992685,Sherye,Kapelhof,$6897.66,5/24/2022
5048376282232609,Gustavo,Gorrie,$6498.55,2/21/2022
5048377159986376,Elana,Jozsa,$4675.36,1/4/2022
5108754070492477,Greggory,Vasyunkin,$5365.57,10/16/2021
5048375698290458,Derron,Vynoll,$7446.79,2/25/2022
5048379985384875,Artair,Shanklin,$3515.87,5/24/2022
5048377337921709,Vinny,Menhenitt,$9384.96,6/22/2022
5048373311786432,Ryann,Collicott,$2985.52,10/14/2021
5108751230525543,Janenna,Cosker,$5821.14,10/8/2021
5048379406222738,Charita,Ellerby,$7535.52,4/3/2022
5048376204760596,Lyndsie,Boseley,$5670.73,9/16/2021
5108753236370965,Evey,Dorcey,$6529.07,4/26/2022
5048379679016254,Maddalena,Dawby,$6742.59,12/2/2021
5048370211470802,Mikel,Di Frisco,$3179.49,4/25/2022
5108755923280639,Berrie,Ciottoi,$7479.46,3/8/2022
5048373707616706,Raf,Cisneros,$5152.98,8/15/2022
5108755032671710,Hayward,Coysh,$6281.93,11/19/2021
5048373194561696,Stanford,Ismead,$5746.65,9/26/2021
5108759196072251,Justina,Rebichon,$1533.39,9/15/2021
5048376572536461,Nahum,Tolwood,$8865.31,8/29/2022
5048371055621476,Marabel,Fourman,$9347.67,2/28/2022
5108750012610606,Brande,Dupree,$3483.84,10/6/2021
5048376775360065,Holt,Hunnybun,$6913.98,10/3/2021
5048370237958947,Faydra,Hedau,$1071.61,2/12/2022
5048379421744385,Claresta,Thomke,$2206.87,10/19/2021
5048370572993947,Filmer,Atling,$6789.94,3/29/2022
5108753376016246,Burton,Allner,$8228.95,5/12/2022
